day,observations,sensors,revenue,revenue_median,expense,expense_median,net_per_observation,net_per_observation_median,negative_share,weekday,month,revenue_rolling_7d,revenue_rolling_30d,expense_rolling_7d,expense_rolling_30d,net_per_observation_rolling_7d,net_per_observation_rolling_30d
2025-01-01,96,96,210.97645833333334,110.315,94.57791666666667,23.064999999999998,116.39854166666667,39.709999999999994,0.16666666666666666,Wednesday,2025-01,,,,,,
2025-01-02,96,96,195.33447916666668,80.095,83.389375,16.675,111.94510416666667,28.639999999999997,0.14583333333333334,Thursday,2025-01,,,,,,
2025-01-03,96,96,246.24395833333332,93.68,106.59677083333334,23.68,139.6471875,36.5,0.14583333333333334,Friday,2025-01,,,,,,
2025-01-04,96,96,238.87604166666665,86.66,91.1375,25.915,147.73854166666666,35.635000000000005,0.19791666666666666,Saturday,2025-01,,,,,,
2025-01-05,96,96,260.4242708333333,83.28,79.89218749999999,16.345,180.53208333333336,52.165000000000006,0.11458333333333333,Sunday,2025-01,,,,,,
2025-01-06,96,96,240.26447916666666,99.28999999999999,101.9715625,20.39,138.29291666666666,40.35499999999999,0.125,Monday,2025-01,,,,,,
2025-01-07,96,96,246.27729166666666,73.55,96.01114583333333,25.86,150.26614583333335,32.175,0.11458333333333333,Tuesday,2025-01,234.0567113095238,,93.36806547619048,,140.68864583333334,
2025-01-08,96,96,206.19354166666668,75.74000000000001,103.49125,24.105,102.70229166666667,28.405,0.1875,Wednesday,2025-01,233.3734375,,94.64139880952382,,138.7320386904762,
2025-01-09,96,96,224.11239583333335,70.64500000000001,80.7534375,16.975,143.35895833333333,26.700000000000003,0.16666666666666666,Thursday,2025-01,237.48456845238096,,94.26483630952382,,143.21973214285714,
2025-01-10,96,96,200.7669791666667,62.065,98.51333333333334,18.895,102.25364583333334,31.724999999999998,0.16666666666666666,Friday,2025-01,230.98785714285714,,93.11005952380954,,137.87779761904764,
2025-01-11,96,96,248.25739583333333,86.28,96.85625,26.85,151.40114583333335,43.265,0.11458333333333333,Saturday,2025-01,232.32805059523807,,93.9270238095238,,138.4010267857143,
2025-01-12,96,96,218.37666666666667,82.17500000000001,100.74260416666668,20.225,117.63406249999998,37.585,0.11458333333333333,Sunday,2025-01,226.32125,,96.90565476190477,,129.41559523809525,
2025-01-13,96,96,216.51802083333334,89.25999999999999,106.80864583333333,32.715,109.70937500000001,29.96500000000001,0.125,Monday,2025-01,222.92889880952384,,97.59666666666668,,125.33223214285714,
2025-01-14,96,96,230.24885416666666,98.765,93.56958333333334,18.490000000000002,136.67927083333333,44.745,0.09375,Tuesday,2025-01,220.63912202380953,,97.24787202380953,,123.39125,
2025-01-15,96,96,202.318125,77.075,87.340625,18.85,114.9775,28.990000000000006,0.14583333333333334,Wednesday,2025-01,220.08549107142858,,94.94063988095238,,125.14485119047619,
2025-01-16,96,96,234.62531249999998,75.65,96.72479166666666,18.36,137.90052083333333,31.34,0.16666666666666666,Thursday,2025-01,221.5873363095238,,97.22226190476191,,124.36507440476191,
2025-01-17,96,96,249.09697916666667,96.355,113.493125,27.275,135.60385416666665,34.169999999999995,0.14583333333333334,Friday,2025-01,228.4916220238095,,99.36223214285714,,129.12938988095237,
2025-01-18,96,96,251.9353125,113.64,73.32541666666667,22.765,178.60989583333333,68.11000000000001,0.07291666666666667,Saturday,2025-01,229.0170386904762,,96.00068452380954,,133.01635416666667,
2025-01-19,96,96,232.30406250000001,83.31,114.98791666666666,19.265,117.31614583333334,38.37000000000002,0.125,Sunday,2025-01,231.00666666666666,,98.03572916666667,,132.9709375,
2025-01-20,96,96,201.07781250000002,95.99000000000001,100.38375,24.665,100.69406249999999,29.770000000000003,0.11458333333333333,Monday,2025-01,228.8009226190476,,97.11788690476192,,131.68303571428572,
2025-01-21,96,96,235.71531249999998,99.145,103.14729166666666,19.91,132.56802083333332,46.02,0.14583333333333334,Tuesday,2025-01,229.5818452380952,,98.48613095238095,,131.0957142857143,
2025-01-22,96,96,193.70333333333335,100.685,107.38958333333333,23.78,86.31375000000001,31.695,0.20833333333333334,Wednesday,2025-01,228.3511607142857,,101.35026785714285,,127.00089285714284,
2025-01-23,96,96,200.09916666666666,59.82,94.17354166666667,17.365000000000002,105.92562500000001,29.835,0.19791666666666666,Thursday,2025-01,223.41885416666668,,100.98580357142858,,122.4330505952381,
2025-01-24,96,96,205.01395833333333,82.13499999999999,85.93052083333333,18.105,119.0834375,36.66,0.125,Friday,2025-01,217.1212797619048,,97.04828869047618,,120.07299107142856,
2025-01-25,96,96,226.86760416666667,88.1,95.41927083333333,22.085,131.44833333333332,41.95,0.13541666666666666,Saturday,2025-01,213.54017857142858,,100.20455357142858,,113.33562500000001,
2025-01-26,96,96,299.8396875,80.84,98.09958333333333,26.165,201.74010416666667,43.870000000000005,0.08333333333333333,Sunday,2025-01,223.18812499999999,,97.7919345238095,,125.39619047619047,
2025-01-27,96,96,227.99291666666667,85.85,96.0,27.095,131.99291666666667,31.155,0.19791666666666666,Monday,2025-01,227.0331398809524,,97.16568452380952,,129.86745535714286,
2025-01-28,96,96,194.62375,75.33500000000001,94.32052083333333,23.015,100.30322916666667,33.445,0.21875,Tuesday,2025-01,221.1629166666667,,95.90471726190476,,125.2581994047619,
2025-01-29,96,96,186.61239583333335,82.39,93.57083333333333,20.345,93.0415625,34.09,0.15625,Wednesday,2025-01,220.1499255952381,,93.93061011904761,,126.21931547619047,
2025-01-30,96,96,197.12427083333333,101.84,99.74885416666666,24.265,97.37541666666668,38.059999999999974,0.15625,Thursday,2025-01,219.7249404761905,224.06069444444444,94.72708333333333,96.27890625,124.99785714285714,127.78178819444445
2025-01-31,96,96,201.10187499999998,99.16,86.24343750000001,16.689999999999998,114.8584375,53.225,0.14583333333333334,Friday,2025-01,219.16607142857143,223.73154166666666,94.77178571428571,96.00109027777778,124.39428571428572,127.7304513888889
2025-02-01,96,96,252.46114583333335,103.11,103.69687499999999,24.955,148.7642708333333,37.41,0.19791666666666666,Saturday,2025-02,222.82229166666664,225.63576388888887,95.9543005952381,96.67800694444443,126.86799107142858,128.95775694444444
2025-02-02,96,96,266.253125,98.845,102.04260416666666,24.759999999999998,164.21052083333333,44.385000000000005,0.13541666666666666,Sunday,2025-02,218.02421130952385,226.30273611111113,96.5175892857143,96.5262013888889,121.50662202380951,129.77653472222224
2025-02-03,96,96,201.87291666666667,65.3,92.8621875,23.939999999999998,109.01072916666668,29.805,0.15625,Monday,2025-02,214.2927827380952,225.06929861111112,96.06933035714287,96.58369097222223,118.22345238095238,128.4856076388889
2025-02-04,96,96,243.12145833333332,101.67,92.66187500000001,26.31,150.4595833333333,42.085,0.14583333333333334,Tuesday,2025-02,221.22102678571426,224.49253819444445,95.83238095238096,97.00934722222222,125.38864583333331,127.48319097222222
2025-02-05,96,96,224.9908333333333,60.035,88.71572916666666,21.025,136.27510416666667,30.695000000000004,0.15625,Wednesday,2025-02,226.70366071428572,223.98341666666667,95.13879464285715,96.56748611111111,131.56486607142855,127.41593055555556
2025-02-06,96,96,240.70020833333334,109.99,106.57822916666667,25.595,134.12197916666665,34.019999999999996,0.13541666666666666,Thursday,2025-02,232.92879464285713,223.7975138888889,96.11441964285714,96.91972222222222,136.81437499999998,126.87779166666665
2025-02-07,96,96,239.32781250000002,105.97999999999999,96.43802083333333,25.945,142.88979166666667,61.47,0.10416666666666667,Friday,2025-02,238.3896428571429,224.90198958333335,97.57078869047619,96.68461458333333,140.81885416666665,128.217375
2025-02-08,96,96,246.56781249999997,106.795,99.835,24.235,146.7328125,60.78,0.15625,Saturday,2025-02,237.54773809523812,225.65050347222223,97.01909226190476,97.32066666666667,140.52864583333334,128.32983680555554
2025-02-09,96,96,271.4475,108.91499999999999,108.81302083333333,23.509999999999998,162.63447916666667,59.83,0.14583333333333334,Sunday,2025-02,238.28979166666667,228.00652083333335,97.98629464285715,97.66398958333333,140.3034970238095,130.34253125
2025-02-10,96,96,207.96843750000002,81.06,87.866875,19.355,120.1015625,31.685000000000002,0.19791666666666666,Monday,2025-02,239.16058035714286,226.66355555555555,97.27267857142856,97.36434375,141.8879017857143,129.29921180555556
2025-02-11,96,96,223.600625,70.46000000000001,81.99635416666666,18.215,141.60427083333335,34.790000000000006,0.11458333333333333,Tuesday,2025-02,236.37188988095235,226.8376875,95.74903273809524,96.73946875,140.62285714285716,130.09821875
2025-02-12,96,96,190.02,72.39,88.33947916666666,23.94,101.68052083333333,33.175,0.14583333333333334,Wednesday,2025-02,231.37605654761904,225.9544201388889,95.69528273809523,96.1238298611111,135.68077380952383,129.8305902777778
2025-02-13,96,96,257.7366666666667,89.82499999999999,86.09802083333334,22.525,171.63864583333336,44.19499999999999,0.125,Thursday,2025-02,233.80983630952383,226.87068055555557,92.76953869047618,95.87477777777778,141.0402976190476,130.9959027777778
2025-02-14,96,96,260.4114583333333,98.445,107.36979166666667,22.365000000000002,153.04166666666666,47.475,0.15625,Friday,2025-02,236.82178571428568,228.80712499999998,94.33122023809524,96.54241666666667,142.49056547619048,132.26470833333332
2025-02-15,96,96,278.76489583333336,96.6,100.395,23.715,178.36989583333335,44.78,0.10416666666666667,Saturday,2025-02,241.42136904761904,230.27844444444446,94.41122023809524,96.66475694444443,147.0101488095238,133.6136875
2025-02-16,96,96,267.1305208333333,125.46,90.63375,22.025,176.49677083333333,41.695000000000014,0.08333333333333333,Sunday,2025-02,240.80465773809524,230.8795625,91.81418154761903,95.90277777777777,148.9904761904762,134.97678472222222
2025-02-17,96,96,239.37354166666668,106.07,90.56958333333334,22.375,148.80395833333333,48.6,0.09375,Monday,2025-02,245.29110119047618,230.46083680555557,92.20028273809524,96.47758333333333,153.09081845238097,133.98325347222223
2025-02-18,96,96,238.44729166666664,91.08500000000001,85.2959375,21.945,153.15135416666666,43.0,0.11458333333333333,Tuesday,2025-02,247.41205357142857,230.6656111111111,92.67165178571429,95.48785069444445,154.74040178571428,135.17776041666667
2025-02-19,96,96,234.80916666666667,110.60499999999999,85.2053125,24.095,149.60385416666665,38.815,0.16666666666666666,Wednesday,2025-02,253.81050595238094,231.78998958333335,92.22391369047621,94.98190277777779,161.58659226190477,136.80808680555555
2025-02-20,96,96,229.63031249999997,123.82499999999999,90.62333333333333,26.259999999999998,139.00697916666667,49.855000000000004,0.125,Thursday,2025-02,249.7953125,231.58715625,92.8703869047619,94.5644375,156.9249255952381,137.02271875
2025-02-21,96,96,213.36822916666665,78.08,91.60895833333332,24.805,121.75927083333333,33.915000000000006,0.16666666666666666,Friday,2025-02,243.0748511904762,232.24265277777778,90.61883928571429,94.03841666666668,152.4560119047619,138.20423611111113
2025-02-22,96,96,232.29645833333333,82.725,104.12333333333333,20.575,128.173125,37.95,0.15625,Saturday,2025-02,236.43650297619047,233.31589583333334,91.15145833333334,94.37007638888889,145.28504464285714,138.94581944444445
2025-02-23,96,96,257.2815625,107.85,97.4653125,24.97,159.81625,44.515,0.125,Sunday,2025-02,235.02950892857143,235.05814930555556,92.12739583333334,94.75456944444444,142.9021130952381,140.30357986111113
2025-02-24,96,96,240.244375,91.255,95.71749999999999,25.68,144.526875,39.03,0.13541666666666666,Monday,2025-02,235.1539136904762,235.50404166666667,92.86281249999999,94.76451041666668,142.29110119047618,140.73953125
2025-02-25,96,96,219.20000000000002,55.795,95.71052083333335,14.29,123.48947916666667,33.225,0.1875,Tuesday,2025-02,232.40430059523808,232.81605208333335,94.35061011904762,94.68487499999999,138.05369047619047,138.1311770833333
2025-02-26,96,96,261.1095833333333,116.945,96.66927083333333,16.3,164.4403125,55.75,0.17708333333333334,Wednesday,2025-02,236.16150297619046,233.91994097222224,95.98831845238097,94.70718402777779,140.1731845238095,139.21275694444446
2025-02-27,96,96,248.68427083333333,119.87,96.78645833333333,27.615000000000002,151.89781250000001,39.975,0.16666666666666666,Thursday,2025-02,238.8834970238095,235.72195833333336,96.86876488095238,94.78938194444443,142.01473214285713,140.93257638888886
2025-02-28,96,96,253.07114583333336,80.15,90.01427083333334,23.015,163.05687500000002,40.974999999999994,0.13541666666666666,Friday,2025-02,244.55534226190477,237.93724999999998,96.64095238095238,94.67082986111112,147.91438988095237,143.2664201388889
2025-03-01,96,96,284.86802083333333,134.76,86.086875,29.049999999999997,198.78114583333334,52.260000000000005,0.14583333333333334,Saturday,2025-03,252.06556547619047,240.86204166666667,94.06431547619047,94.21543055555556,158.00125,146.64661111111113
2025-03-02,96,96,336.82677083333334,78.8,97.8665625,28.905,238.96020833333333,49.64,0.07291666666666667,Sunday,2025-03,263.4291666666667,245.3862048611111,94.1216369047619,94.60286805555556,169.3075297619048,150.78333680555554
2025-03-03,96,96,234.2408333333333,106.23,89.68239583333333,20.28,144.5584375,47.625,0.09375,Monday,2025-03,262.57151785714285,244.7788611111111,93.25947916666668,94.13571875000001,169.3120386904762,150.64314236111113
2025-03-04,96,96,254.34364583333334,136.825,93.64739583333333,23.715,160.69625,41.89999999999999,0.14583333333333334,Tuesday,2025-03,267.5920386904762,244.3818784722222,92.96474702380952,93.85587847222222,174.62729166666668,150.526
2025-03-05,96,96,223.87739583333334,81.55000000000001,98.43510416666668,23.34,125.44229166666666,35.625,0.13541666666666666,Wednesday,2025-03,262.2731547619047,245.1153611111111,93.21700892857143,94.04164236111112,169.05614583333335,151.07371874999998
2025-03-06,96,96,237.6834375,119.095,96.21625,18.29,141.4671875,50.629999999999995,0.125,Thursday,2025-03,260.70160714285714,244.93409375,93.1355505952381,94.16012152777779,167.566056547619,150.77397222222223
2025-03-07,96,96,258.37375000000003,66.19,92.45364583333333,35.585,165.92010416666668,32.394999999999996,0.1875,Friday,2025-03,261.4591220238095,246.0468576388889,93.48403273809524,94.28471875,167.9750892857143,151.7621388888889
2025-03-08,96,96,279.9825,105.515,96.663125,24.04,183.319375,48.24,0.09375,Saturday,2025-03,260.7611904761905,247.3562673611111,94.9949255952381,93.95421527777778,165.76626488095238,153.40205208333333
2025-03-09,96,96,323.51729166666667,166.625,102.31093750000001,22.424999999999997,221.20635416666667,115.38999999999999,0.11458333333333333,Sunday,2025-03,258.8598363095238,250.16258333333332,95.62983630952381,94.14997916666667,163.23,156.01260416666668
2025-03-10,96,96,238.98916666666665,124.29499999999999,96.53739583333333,17.93,142.45177083333334,32.095,0.1875,Monday,2025-03,259.53816964285716,249.90996180555558,96.60912202380952,94.04005902777777,162.92904761904762,155.8699027777778
2025-03-11,96,96,261.4342708333333,116.34,99.21354166666667,18.33,162.22072916666667,57.89999999999999,0.07291666666666667,Tuesday,2025-03,260.55111607142857,249.5761875,97.40428571428572,93.72007638888888,163.14683035714285,155.85611111111112
2025-03-12,96,96,269.91614583333336,137.925,89.29010416666667,18.770000000000003,180.62604166666665,54.29,0.10416666666666667,Wednesday,2025-03,267.1280803571429,251.6411111111111,96.09785714285714,93.7675173611111,171.0302232142857,157.87359375
2025-03-13,96,96,226.73729166666666,86.71,98.80822916666666,19.27,127.9290625,41.72,0.1875,Thursday,2025-03,265.56434523809526,251.74566666666666,96.46813988095239,94.32791319444443,169.09620535714288,157.41775347222222
2025-03-14,96,96,268.95385416666664,89.53,73.9121875,18.89,195.04166666666666,45.345,0.09375,Friday,2025-03,267.0757886904762,254.3767951388889,93.81936011904762,93.84700347222223,173.2564285714286,160.52979166666668
2025-03-15,96,96,289.8617708333333,114.64,95.50052083333333,21.47,194.36125,53.815,0.125,Saturday,2025-03,268.4871130952381,255.44763194444442,93.65327380952381,94.16042013888888,174.83383928571428,161.28721180555556
2025-03-16,96,96,273.10781249999997,117.395,87.34208333333333,22.205,185.76572916666666,59.974999999999994,0.125,Sunday,2025-03,261.2857589285714,255.87084375,91.51486607142856,93.49282986111112,169.77089285714285,162.3780138888889
2025-03-17,96,96,260.7602083333333,99.895,94.53135416666667,24.955,166.22885416666665,47.68,0.14583333333333334,Monday,2025-03,264.3959077380952,255.27068749999998,91.22828869047619,93.29737500000002,173.16761904761907,161.9733125
2025-03-18,96,96,242.6003125,82.74000000000001,97.85541666666667,29.275,144.74489583333335,38.94,0.16666666666666666,Tuesday,2025-03,261.7053422619048,254.45301388888888,91.03427083333334,93.53809722222222,170.67107142857142,160.91491666666667
2025-03-19,96,96,273.12375000000003,92.76,90.9528125,24.74,182.1709375,56.27499999999999,0.08333333333333333,Wednesday,2025-03,262.1635714285714,255.57802083333334,91.2718005952381,93.55087152777779,170.89177083333334,162.02714930555555
2025-03-20,96,96,252.17802083333333,90.305,104.89614583333334,26.665,147.28187499999999,31.62,0.1875,Thursday,2025-03,265.7979613095238,256.03571180555554,92.14150297619048,94.20421180555556,173.65645833333335,161.83149999999998
2025-03-21,96,96,268.469375,131.225,84.6359375,18.505,183.83343749999997,86.31,0.125,Friday,2025-03,265.72875,257.15771874999996,93.67346726190476,94.18523263888889,172.05528273809523,162.97248611111112
2025-03-22,96,96,336.67197916666663,141.66,94.78635416666667,26.645,241.885625,106.035,0.10416666666666667,Saturday,2025-03,272.4159226190476,260.72577430555555,93.57144345238096,94.32400000000001,178.84447916666664,166.40177430555556
2025-03-23,96,96,273.69145833333334,85.03,99.02208333333333,21.03,174.66937499999997,48.74,0.14583333333333334,Sunday,2025-03,272.4993005952381,262.7365486111111,95.24001488095239,94.57110416666666,177.25928571428568,168.16544444444443
2025-03-24,96,96,237.17958333333334,75.39500000000001,100.4871875,22.03,136.69239583333334,41.519999999999996,0.11458333333333333,Monday,2025-03,269.13063988095234,262.8993194444444,96.09084821428573,94.44989930555556,173.03979166666664,168.44942013888888
2025-03-25,96,96,270.5730208333333,125.61500000000001,86.07322916666668,23.87,184.49979166666665,57.84,0.13541666666666666,Tuesday,2025-03,273.12674107142857,263.34236805555554,94.40767857142858,94.07016319444445,178.7190625,169.2722048611111
2025-03-26,96,96,251.4440625,97.825,108.67541666666666,20.189999999999998,142.76864583333332,46.285,0.14583333333333334,Wednesday,2025-03,270.02964285714285,263.7156909722222,96.93947916666666,94.50209375,173.09016369047617,169.21359722222223
2025-03-27,96,96,285.9447916666667,117.315,94.3053125,18.65,191.63947916666666,56.14,0.11458333333333333,Thursday,2025-03,274.85346726190477,265.9405173611111,95.42650297619048,94.45525347222222,179.4269642857143,171.48526388888888
2025-03-28,96,96,329.4160416666667,151.855,99.01479166666667,24.925,230.40125,88.66999999999999,0.07291666666666667,Friday,2025-03,283.5601339285714,268.21739930555555,97.48062500000002,94.53343749999999,186.0795089285714,173.68396180555555
2025-03-29,96,96,291.67104166666667,65.88,90.77854166666667,19.92,200.8925,45.525,0.1875,Saturday,2025-03,277.13142857142856,269.65029166666665,96.90808035714285,94.33317361111112,180.22334821428572,175.31711805555557
2025-03-30,96,96,286.49062499999997,114.35,98.4221875,27.245,188.0684375,50.425,0.125,Sunday,2025-03,278.95988095238096,270.76427430555555,96.82238095238095,94.6134375,182.13750000000002,176.15083680555557
2025-03-31,96,96,287.0184375,79.03,84.22385416666667,19.384999999999998,202.79458333333332,60.0,0.052083333333333336,Monday,2025-03,286.07971726190476,270.83595486111113,94.49904761904762,94.55133680555555,191.58066964285715,176.28461805555557
2025-04-01,96,96,284.918125,131.39999999999998,62.71635416666666,18.545,222.2017708333333,94.11999999999999,0.08333333333333333,Tuesday,2025-04,288.12901785714286,269.10566666666665,91.1623511904762,93.37966319444445,196.96666666666667,175.72600347222223
2025-04-02,96,96,273.62854166666665,118.965,105.7503125,21.25,167.87822916666667,46.32000000000001,0.17708333333333334,Wednesday,2025-04,291.29822916666666,270.4185902777778,90.74447916666668,93.91526041666665,200.55375,176.5033298611111
2025-04-03,96,96,242.27625,101.595,95.88937499999999,30.1,146.386875,40.78,0.15625,Thursday,2025-04,285.05986607142853,270.01634375,90.97077380952382,93.98999305555556,194.08909226190477,176.02635069444443
2025-04-04,96,96,291.91729166666664,107.78999999999999,96.53458333333333,23.03,195.3827083333333,46.519999999999996,0.13541666666666666,Friday,2025-04,279.7029017857143,272.2843402777778,90.61645833333334,93.9266423611111,189.08644345238093,178.35769791666664
2025-04-05,96,96,346.0644791666667,107.095,89.3990625,22.97,256.66541666666666,52.544999999999995,0.11458333333333333,Saturday,2025-04,287.47339285714287,275.8970416666667,90.4193898809524,93.69940277777778,197.05400297619047,182.19763888888886
2025-04-06,96,96,352.3535416666667,145.66,80.25395833333333,22.915,272.0995833333333,81.815,0.07291666666666667,Sunday,2025-04,296.88238095238097,279.02970138888884,87.82392857142857,93.29274652777778,209.05845238095236,185.7369548611111
2025-04-07,96,96,241.46395833333335,93.03,93.07989583333334,11.95,148.3840625,43.665,0.15625,Monday,2025-04,290.37459821428575,277.74575,89.08907738095238,93.17330555555556,201.28552083333332,184.57244444444444
2025-04-08,96,96,265.10260416666665,104.73,94.7921875,18.53,170.31041666666667,39.86,0.13541666666666666,Tuesday,2025-04,287.5438095238095,275.79859375,93.6713392857143,92.92268055555556,193.87247023809525,182.87591319444442
2025-04-09,96,96,297.80635416666667,89.86500000000001,98.5346875,27.33,199.27166666666668,48.305,0.125,Wednesday,2025-04,290.9977827380952,277.75916666666666,92.64053571428573,92.98925694444443,198.35724702380952,184.7699097222222
2025-04-10,96,96,269.16479166666664,115.83,105.76770833333335,24.085,163.3970833333333,47.91,0.125,Thursday,2025-04,294.83900297619044,278.01685069444443,94.05172619047619,93.20772916666667,200.78727678571428,184.80912152777776
2025-04-11,96,96,294.6396875,140.775,78.66947916666666,21.490000000000002,215.97020833333332,107.455,0.19791666666666666,Friday,2025-04,295.22791666666666,278.84096875,91.49956845238094,92.85370833333333,203.72834821428572,185.98726041666666
2025-04-12,96,96,291.67479166666664,140.48000000000002,83.82677083333333,26.439999999999998,207.84802083333332,65.14500000000001,0.11458333333333333,Saturday,2025-04,287.4579613095238,281.00555208333327,90.70352678571427,92.3543263888889,196.75443452380952,188.65122569444443
2025-04-13,96,96,319.0541666666667,167.875,88.53708333333333,21.98,230.51708333333332,100.875,0.07291666666666667,Sunday,2025-04,282.7009077380952,282.67556249999996,91.88683035714287,92.84182291666666,190.81407738095237,189.8337395833333
2025-04-14,96,96,291.77947916666665,94.43,105.59218750000001,26.805,186.18729166666665,40.275000000000006,0.16666666666666666,Monday,2025-04,289.88883928571425,282.73948611111115,93.67430059523811,93.17821180555556,196.2145386904762,189.56127430555551
2025-04-15,96,96,264.6066666666666,102.08000000000001,95.16614583333335,25.14,169.44052083333332,48.385000000000005,0.15625,Tuesday,2025-04,289.81799107142854,282.4561145833333,93.7277232142857,93.4390138888889,196.09026785714286,189.01710069444442
2025-04-16,96,96,295.24895833333335,102.705,71.00927083333333,14.265,224.23968749999997,60.27500000000002,0.125,Wednesday,2025-04,289.4526488095238,283.60573958333333,89.79552083333336,92.65494444444444,199.65712797619045,190.95079513888888
2025-04-17,96,96,293.7395833333333,151.94,75.5909375,21.979999999999997,218.14864583333335,99.555,0.0625,Thursday,2025-04,292.9633333333333,285.3103819444444,85.48455357142858,91.9127951388889,207.47877976190475,193.39758680555553
2025-04-18,96,96,274.5004166666667,103.425,83.79916666666666,24.245,190.70125,49.72,0.125,Friday,2025-04,290.0862946428571,285.3562708333333,86.21736607142859,91.67434027777777,203.86892857142857,193.68193055555554
2025-04-19,96,96,309.7634375,143.83999999999997,89.4403125,18.055,220.323125,77.88,0.07291666666666667,Saturday,2025-04,292.6703869047619,287.27578472222217,87.0193005952381,91.15914583333333,205.6510863095238,196.11663888888887
2025-04-20,96,96,337.54625,123.515,83.9,26.985,253.64625,94.91,0.08333333333333333,Sunday,2025-04,295.3121130952381,289.5783472222222,86.35686011904762,91.13461458333333,208.95525297619045,198.44373263888886
2025-04-21,96,96,270.08020833333336,133.42000000000002,80.05010416666666,16.865000000000002,190.03010416666666,53.485,0.11458333333333333,Monday,2025-04,292.21221726190475,287.35862152777776,82.70799107142857,90.64340625,209.50422619047617,196.71521527777776
